Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,40,41,42,33,34,35
Q8NBE8,133.155402223994,-3.26777324835065,0.440820901265573,-7.41292719780085,1.2354171330335e-13,1.61806942209161e-10,17.8707391399659,19.5997717990875,37.3022539808879,321.515500133553,212.515552543318,190.128595747151
A0A087WZQ4,62.1057777434844,4.72104355012751,0.639570926692006,7.38157935750103,1.56422733261847e-13,1.99018878139523e-10,109.210072522014,81.9626820689112,167.860142913995,1.2708122534923,8.99536730342087,3.33558939907282
P51826,47.3832910966005,4.5742140751918,0.623780789928575,7.33304736062098,2.24977385439907e-13,2.78290776417347e-10,98.2890652698125,70.3809987330868,104.276755446573,1.2708122534923,6.74652547756565,3.33558939907282
ENST00000445310.2,50.6980303156622,4.14805889139835,0.569456917979766,7.28423654262418,3.23496985209309e-13,3.89341736442047e-10,106.231615998686,70.3809987330868,111.906761942664,2.54162450698461,5.62210456463804,7.50507614791384
ENST00000504409.3,416.276181441945,3.92666994248435,0.540233745941606,7.26846475619608,3.63595984402996e-13,4.26086652143416e-10,778.369971429626,648.574266806167,917.296336530015,12.708122534923,79.8338848178602,60.8745065330789
ENST00000525389.1,102.472937135181,3.80395666571765,0.52529332504599,7.24158576617094,4.43468578596361e-13,5.06361519832681e-10,184.664304446314,190.652325682033,199.227947397924,2.54162450698461,20.239576432697,17.5118443451323
ENST00000483600.1,44.4226125534873,5.16400655981414,0.717164689015,7.20058675352061,5.99539970099706e-13,6.6745286021275e-10,95.3106087464848,65.0356064242448,99.1900844491791,0,4.49768365171043,2.50169204930461
ENST00000558969.1,49.844051558156,4.24661250549668,0.59063674192718,7.18988881667009,6.48441044658804e-13,7.04286052675639e-10,96.3034275875941,79.2899859144902,109.363426443967,1.2708122534923,4.49768365171043,8.33897349768204
A6NHJ4,129.144937498703,2.67045925629832,0.371881800906637,7.18093558164937,6.92359716149205e-13,7.34082631424768e-10,279.974913192799,194.215920554594,194.989054900096,41.936804365246,33.7326273878283,30.0203045916554
P12980,138.042718427704,2.44462092863951,0.34433623268253,7.09951697384513,1.25193669717167e-12,1.29651146655237e-09,212.463231997372,263.70602056954,223.813523885327,34.3119308442922,50.5989410817424,43.3626621879466
Q68D85,186.745019611044,-2.50539137718016,0.355767415617606,-7.04221709801848,1.89204718325545e-12,1.91488075267156e-09,65.5260435132083,48.9994294977187,53.4100454726349,260.516511965922,412.662475044432,279.355612172348
ENST00000653438.1,62.3616256105126,3.69774126556516,0.52699386269283,7.01666855600645,2.27220751345026e-12,2.24852606181008e-09,95.3106087464848,99.780656431718,152.600129921814,3.81243676047691,13.4930509551313,9.17287084745025
ENST00000660017.1,67.9463776690908,-3.26477883088421,0.472518879164934,-6.90930875958636,4.8702092405039e-12,4.61436782316764e-09,6.94973188776452,12.4725820539648,18.6511269904439,149.955845912092,104.571144902268,115.077834268012
ENST00000498090.1,41.3737409755228,4.68958817222875,0.678672614659193,6.90994165807576,4.84853065248494e-12,4.61436782316764e-09,91.339333382048,61.4720115516834,86.4734069556946,0,5.62210456463804,3.33558939907282
Q96RJ3,555.456464485155,2.50037868572228,0.362350413129216,6.90044386628209,5.1840303331908e-12,4.71122560749632e-09,809.147355504012,863.280857877989,1158.91320890622,166.476405207492,221.510919846739,113.410039568476
ENST00000465304.5,112.688100136997,2.65955772047395,0.385361013618229,6.90147063789056,5.14669105404087e-12,4.71122560749632e-09,189.62839865186,171.943452601086,222.965745385762,20.3329960558768,33.7326273878283,37.5253807395692
Q9ULT6,215.938102422017,-3.0416010291923,0.444207808550646,-6.84724800114701,7.5284144103721e-12,6.70495644216560e-09,73.4685942420821,40.0904423163153,27.1289119861003,501.97084012946,326.082064749006,326.887761109136
ENST00000546425.1,85.8407808151223,3.21136806032947,0.469723474702629,6.83672039674515,8.10266635171333e-12,7.07489873153228e-09,174.736116035222,90.8716692503146,199.227947397924,15.2497470419076,19.1151555197693,15.8440496455959
Q9GZX3,169.771785867345,4.99410161144989,0.732100190522429,6.82160949567037,9.00261112606341e-12,7.70952453951404e-09,687.030638047578,87.3080743777533,212.792403390974,17.7913715488922,7.87094639049326,5.83728144837743
ENST00000596492.5,78.0765309654387,3.9785206650489,0.583805047042149,6.81481032958877,9.43882128516299e-12,7.930568880181e-09,134.030543549744,100.671555149858,206.010175394449,2.54162450698461,16.8663136939141,8.33897349768204
Q6P9G4,379.45883740367,1.93824956114649,0.284874118719279,6.80388085046252,1.01837775547154e-11,8.39803330164869e-09,667.174261225394,560.375293710273,578.184936703762,169.018029714476,136.054930464241,165.945572603873
ENST00000513358.3,79.8307209354363,-3.56591926095784,0.524497033440069,-6.79874057164766,1.05537665329623e-11,8.54490504507898e-09,12.9066449344198,11.5816833358244,12.7166774934845,236.371079149568,123.686300422037,81.721940277284
ENST00000494068.1,130.408730663305,2.48680773825923,0.369307247355847,6.73370954960726,1.65391176957387e-11,1.31518473233739e-08,192.606855175188,244.997147488593,227.20463788359,35.5827430977845,30.3593646490454,51.7016356856287
ENST00000604430.1,79.6858990117438,3.27571993303096,0.489264823321792,6.69518791641495,2.15394660556637e-11,1.68276133846449e-08,113.181347886451,99.780656431718,220.422409887065,13.9789347884153,15.7418927809865,15.0101522958277
ENST00000512214.1,163.903484445114,2.37947263988074,0.35560356350142,6.69136331608003,2.21100961592068e-11,1.69755981390627e-08,299.831290014984,253.906134669997,272.136898360568,47.0200533792152,40.4791528653939,70.0473773805292
Q8WUX9,86.6832490086361,2.95102423861738,0.445833846719761,6.61911216550661,3.6136259051132e-11,2.6819729196766e-08,130.059268185307,159.470870547121,172.099035411824,12.708122534923,15.7418927809865,30.0203045916554
ENST00000580133.2,52.3912821506331,4.40194461811422,0.664967015453186,6.61979393837185,3.59699924517678e-11,2.6819729196766e-08,43.6840290088056,121.162225667086,135.644559930501,3.81243676047691,3.37326273878283,6.67117879814563
Q8N7L0,216.142692058943,4.29089956849961,0.651683695141527,6.58432856382534,4.56945630399794e-11,3.33577801103823e-08,848.860109148381,133.634807721051,251.790214370993,13.9789347884153,20.239576432697,28.3525098921189
Q8NFY9,263.327197236266,2.04643723410489,0.311631687753913,6.56684578148838,5.13922228707618e-11,3.64762289303007e-08,344.508137864898,421.395093680381,506.123764240683,104.206604786369,97.8246194247019,105.904963420562
ENST00000659116.1,129.987231487723,2.19669758594599,0.334544642982761,6.56623153896739,5.16045546385427e-11,3.64762289303007e-08,243.240616071758,187.088730809471,210.249067892277,45.7492411257229,42.7279946912491,50.8677383358605
Q86VR8,121.394652521467,-3.22637550945414,0.493918920799925,-6.53219662901124,6.48119866833479e-11,4.44526965871982e-08,30.7773840743857,14.2543794902454,25.433354986969,125.810413095738,329.455327487789,202.637055993674
ENST00000590120.1,73.3001919551082,2.58252878701395,0.395364105906142,6.53202642433867,6.48857038505284e-11,4.44526965871982e-08,105.238797157577,125.616719257788,145.817901925289,22.8746205628615,20.239576432697,20.0135363944369
Q9H1P6,106.158854370514,6.61514943326141,1.01581705301499,6.51214646734601,7.40844263844507e-11,4.9985660474636e-08,499.387877077936,25.8360628260698,105.124533946139,3.81243676047691,1.12442091292761,1.66779469953641
ENST00000672866.1,170.126702429011,2.15872562966442,0.331717704817744,6.50771905844003,7.63004413175138e-11,5.07124619747792e-08,239.269340707321,303.796462885856,291.635803850578,50.8324901396921,61.8431502110185,73.382966779602
P29017,49.3768454170105,4.44619443056246,0.683986133324745,6.50041603760333,8.00981845689372e-11,5.24537096623432e-08,64.5332246720991,64.1447077061044,155.143465420511,1.2708122534923,4.49768365171043,6.67117879814563
Q96LJ8,200.557231363909,5.46175104144524,0.843790493231735,6.47287577337666,9.61550059360301e-11,6.04134627192036e-08,926.2999787549,76.6172897600692,173.794592410955,12.708122534923,2.24884182585522,11.6745628967549
A0A5F9ZHH7,37.7500895042351,4.42400200902936,0.683658690186175,6.47106819899358,9.7312497457628e-11,6.04134627192036e-08,92.3321522231572,53.4539230884204,71.2133939635132,0,4.49768365171043,5.00338409860923
ENST00000670789.1,34.4913208427344,-4.76268008758954,0.736038247322595,-6.47069646844334,9.75522206507544e-11,6.04134627192036e-08,4.96409420554609,1.78179743628068,0.847778499565633,40.6659921117537,71.9629384273669,86.7253243758932
Q5SYE7,313.065584499596,-2.45140768132693,0.378859119180245,-6.47049934189561,9.76795786257363e-11,6.04134627192036e-08,139.9874565964,65.9265051423851,84.7778499565633,616.343942943767,461.012574300319,510.345178058141
ENST00000520083.1,32.1923416142389,4.48982567457604,0.698317021873827,6.42949481959967,1.28028722460404e-10,7.80992745189626e-08,62.5475869898807,46.3267333432977,76.300064960907,1.2708122534923,3.37326273878283,3.33558939907282
ENST00000664118.1,91.6877118181179,2.59138875765752,0.403296224790607,6.42552198201949,1.31417771861727e-10,7.90833080915483e-08,153.886920371929,130.96211156663,187.359048404005,17.7913715488922,32.6082064749006,27.5186125423507
ENST00000423256.1,74.0242089144355,2.97999666523308,0.464783269647558,6.41158333322278,1.44016000660735e-10,8.5509020338976e-08,126.087992820871,102.453352586139,166.164585914864,8.89568577444612,21.3639973456246,19.1796390446687
ENST00000695955.1,41.9320826908079,3.60103801309539,0.562136113537138,6.40598945055588,1.49397294533791e-10,8.75369858274244e-08,91.339333382048,52.56302437028,88.1689639548259,8.89568577444612,5.62210456463804,5.00338409860923
ENST00000602626.2,84.4087312468791,3.3790671682062,0.528568829292541,6.3928612149318,1.62810026242257e-10,9.41570555661553e-08,201.542224745171,70.3809987330868,189.902383902702,17.7913715488922,13.4930509551313,13.3423575962913
Q8TF76,158.8570485873,-1.94175903444022,0.303874458837099,-6.39000408876469,1.65881319256103e-10,9.47033465101736e-08,58.5763116254438,69.4901000149465,68.6700584648163,241.454328163538,263.11449362506,251.836999629998
ENST00000479570.5,31.6456219535863,8.34177358689086,1.30756960569692,6.37960193518323,1.77548873767607e-10,1.00081378452472e-07,62.5475869898807,90.8716692503146,36.4544754813222,0,0,0
ENST00000592495.1,102.648829438099,2.27970980489551,0.358002118939239,6.36786679266115,1.91675267502238e-10,1.05817599901727e-07,176.721753717441,153.234579520138,181.424598907046,30.4994940838153,31.483785561973,42.5287648381784
Q8NGT9,185.035414775947,2.27648079639768,0.35753102999774,6.36722579411379,1.92477725450582e-10,1.05817599901727e-07,312.737934949403,236.08816030719,371.326982809747,54.644926900169,78.7094639049326,56.7050197842379
ENST00000548357.2,73.3925002866294,3.27870081097926,0.516578216538859,6.3469590973986,2.19612488980445e-10,1.19262972521807e-07,121.123898615324,103.344251304279,174.64237091052,7.62487352095382,23.6128391714798,10.0067681972185
O95409,34.5527990410077,-8.69548741732267,1.3742963164143,-6.32722893415753,2.49602904756487e-10,1.33916469297725e-07,0,0,0,71.165486195569,20.239576432697,115.91173161778
ENST00000473625.1,48.0057024811552,2.83922277409912,0.44921679670161,6.32038426645265,2.60913676776373e-10,1.38318415958674e-07,87.3680580176111,90.8716692503146,74.6045079617757,11.4373102814307,11.2442091292761,12.5084602465231
P02462,854.004088552636,-2.09489717178983,0.331854168201391,-6.31270411079637,2.74201454636735e-10,1.43652529134452e-07,215.4416885207,364.377575719399,391.673666799323,1465.24652827663,1286.33752438918,1400.94754761058
ENST00000438382.2,309.697921961934,2.24375637881045,0.356302210515574,6.29734060746834,3.02795454287463e-10,1.56788190405523e-07,351.457869752663,639.665279624764,543.426018221571,108.019041546846,92.2025148600639,123.416807765694
A4D1S0,297.243102966517,-4.01293098621091,0.637493776606134,-6.29485515541,3.07687031166835e-10,1.57489783734372e-07,40.7055724854779,11.5816833358244,51.7144884735036,306.265753091645,1073.82197184587,299.369148566785
P0DJI9,68.7052822592032,4.74491274471357,0.757434096286261,6.26445623187301,3.7412862165344e-10,1.8932183694147e-07,178.707391399659,52.56302437028,165.316807415299,11.4373102814307,3.37326273878283,0.833897349768204
ENST00000624361.1,128.181370570653,2.28313733896315,0.365354250177074,6.24910573192072,4.12809404418288e-10,2.04416563968394e-07,252.175985641741,176.397946191787,210.249067892277,35.5827430977845,40.4791528653939,54.2033277349333
ENST00000478916.5,268.639474048086,1.85237377199433,0.296428129358764,6.24898108017415,4.13138953923233e-10,2.04416563968394e-07,436.840290088055,395.559030854311,430.671477779342,105.477417039861,105.695565815195,137.593062711754
Q99467,430.656021579762,2.24784000956256,0.360172679545378,6.2410064316923,4.34764368812984e-10,2.08177334490441e-07,683.059362683141,623.629102698238,826.584037076493,208.413209572738,137.179351377168,105.071066070794
P21439,58.9331261820946,3.78778656101685,0.606911808035622,6.24108233002863,4.34553433444415e-10,2.08177334490441e-07,78.4326884476282,60.5811128335431,190.750162402268,7.62487352095382,7.87094639049326,8.33897349768204
ENST00000533322.1,32.8715274703489,4.05407665263394,0.649353592474629,6.24324974808288,4.28571761560094e-10,2.08177334490441e-07,65.5260435132083,46.3267333432977,74.6045079617757,1.2708122534923,4.49768365171043,5.00338409860923
ENST00000570186.1,41.3195814824906,4.07604643508384,0.656036449336923,6.21314019854176,5.19360712251203e-10,2.46038849758067e-07,72.4757754009729,60.5811128335431,101.733419947876,0,5.62210456463804,7.50507614791384
P07996,1634.56121348144,-2.46146133003104,0.396795087779125,-6.20335635657166,5.52714893008735e-10,2.59083651584968e-07,618.526138011042,501.575978313011,387.434774301494,1832.5112695359,2354.53739167041,4112.78172905678
Q9Y4G6,146.170835976984,-2.60651964495382,0.420560927162841,-6.19772184386632,5.72862632936158e-10,2.65730686534167e-07,29.7845652332765,64.1447077061044,29.6722474847972,275.76625900783,209.142289804535,268.514946625362
ENST00000602224.5,35.155218883251,4.48186525844783,0.725480189546054,6.17779137601567,6.50045324620506e-10,2.98424415986348e-07,66.5188623543175,40.0904423163153,95.7989704509166,1.2708122534923,2.24884182585522,5.00338409860923
P20023,39.4211086280916,5.2859525456208,0.857893491452368,6.16154872170899,7.203689912924e-10,3.24027793446887e-07,66.5188623543175,40.0904423163153,124.623439436148,0,1.12442091292761,4.16948674884102
P58397,102.670894021509,-2.8567516651279,0.463573116041335,-6.16246189926418,7.16225676662264e-10,3.24027793446887e-07,24.8204710277304,32.9632525711926,16.9555699913127,252.891638444968,112.442091292761,175.952340801091
E9PI37,23.2625749023744,-8.12671588174595,1.31968021441195,-6.15809481190654,7.36252757801635e-10,3.27860715576646e-07,0,0,0,26.6870573233384,52.8477829075976,60.0406091833107
Q5RHP9,100.76970410415,8.17292385899007,1.32841143825654,6.15240400949616,7.63171636854978e-10,3.36483130304842e-07,455.703848069131,20.4906705172278,126.318996435279,1.2708122534923,0,0.833897349768204
ENST00000419499.2,180.964010613909,4.17023954839676,0.679798994446943,6.13451855984209,8.54174720260877e-10,3.7291425948958e-07,327.630217566042,338.541512893329,363.696976313657,1.2708122534923,14.6174718680589,40.0270727888738
ENST00000492808.5,59.0818957312615,2.6925024318699,0.440884169685249,6.10705173150604,1.01488352132006e-09,4.38774544542755e-07,116.159804409778,112.253238485683,78.8434004596039,16.5205592953999,12.3686300422037,18.3457416949005
Q9NSV4,131.203376645354,-2.45539415683807,0.402601545133218,-6.09881950658086,1.0685464040998e-09,4.48900376612909e-07,26.8061087099489,36.5268474437539,57.6489379704631,218.579707600676,260.865651799205,186.793006348078
ENST00000589313.2,32.4581448316848,-3.93169035605673,0.644426273627104,-6.10107085474263,1.05360186810703e-09,4.48900376612909e-07,5.9569130466553,5.34539230884204,0.847778499565633,62.2698004211228,71.9629384273669,48.3660462865558
ENST00000466541.1,29.8240430694496,-3.94785266921047,0.647274618530034,-6.09919276330667,1.06605449791357e-09,4.48900376612909e-07,3.97127536443687,2.67269615442102,4.23889249782817,73.7071107025536,35.9814692136835,58.3728144837743
Q86Y01,89.6330917985617,3.39855139056486,0.559936937091825,6.06952527228531,1.28288903660852e-09,5.33909641955272e-07,127.08081166198,93.5443654047356,271.289119861003,10.1664980279384,12.3686300422037,23.3491257935097
ENST00000677962.1,38.3904700222389,-3.79006524311355,0.626198638390864,-6.05249678097806,1.42617849537188e-09,5.82652794288121e-07,4.96409420554609,8.01808846326306,2.5433354986969,108.019041546846,55.0966247334528,51.7016356856287
ENST00000509911.3,32.2489066256779,4.6689585538175,0.771344288658948,6.05301500570505,1.421596192712e-09,5.82652794288121e-07,58.5763116254438,44.544935907017,83.0822929574321,0,5.62210456463804,1.66779469953641
ENST00000424690.1,91.2567738318139,-5.90310063332076,0.97658845420885,-6.04461440013947,1.4976775505255e-09,6.06300718204102e-07,1.98563768221843,3.56359487256136,3.39111399826253,359.639867738322,169.787557852069,9.17287084745025
Q92752,51.3139223833046,4.0287010879397,0.669225048991115,6.01994963280758,1.744713521656e-09,6.98913915899627e-07,142.965913119727,77.5081884782095,70.3656154639476,0,7.87094639049326,9.17287084745025
Q8N8A2,233.060158893419,1.91508192360276,0.318186713900349,6.01873629520097,1.75783967529941e-09,6.98913915899627e-07,379.256797303721,360.813980846837,366.240311812354,74.9779229560459,97.8246194247019,119.247321016853
P27658,204.911106831869,-4.2624717137473,0.708415623722809,-6.01690811299094,1.77779926058735e-09,7.00594503302789e-07,22.834833345512,34.7450500074732,3.39111399826253,728.175421251089,226.008603498449,214.311618890428
H7C2H2,47.10118515743,2.92346123783595,0.486592379003589,6.00802923346728,1.87791986827523e-09,7.33558330299686e-07,96.3034275875941,61.4720115516834,91.5600779530884,13.9789347884153,10.1197882163485,9.17287084745025
A1L020,136.917313099351,-3.76414194582876,0.627618526606302,-5.99749973313003,2.00378695338554e-09,7.69229627769066e-07,28.7917463921673,14.2543794902454,13.5644559930501,88.9568577444612,192.275976110621,483.660462865558
A0A0A0MS09,32.5672573459007,5.10561575893716,0.85126441792653,5.99768491601373,2.00150391699606e-09,7.69229627769066e-07,39.7127536443687,75.7263910419288,73.7567294622101,5.08324901396921,1.12442091292761,0
ENST00000526097.1,42.0322146888716,3.4436492088114,0.575254409204622,5.98630649971511,2.14659689120049e-09,8.17009454376486e-07,77.4398696065189,48.9994294977187,104.276755446573,6.35406126746151,10.1197882163485,5.00338409860923
ENST00000670258.1,33.4172456036616,-3.60242892302022,0.601986163969191,-5.98423873942158,2.17404240054531e-09,8.20443068971891e-07,1.98563768221843,8.01808846326306,5.0866709973938,50.8324901396921,78.7094639049326,55.8711224344697
ENST00000374161.7,79.724149667122,2.35250207625786,0.393707654018284,5.97525105810773,2.2973610727552e-09,8.59695680091276e-07,102.260340634249,142.543794902454,155.143465420511,24.1454328163538,29.2349437361178,25.0169204930461
ENST00000530482.1,44.4851169903317,3.49504936010201,0.585067805934361,5.97375094758524,2.31859680843711e-09,8.6041195397094e-07,66.5188623543175,68.5992012968061,110.211204943532,2.54162450698461,12.3686300422037,6.67117879814563
ENST00000465910.5,183.784003161962,2.41951325459018,0.405841700746717,5.96171672388141,2.49601583958468e-09,9.18595713657399e-07,269.053905940598,254.797033388137,406.085901291938,35.5827430977845,62.9675711239461,74.2168641293702
ENST00000489998.5,36.6582909170033,4.16884106274418,0.700839036121623,5.94835739432288,2.70846708724097e-09,9.71742486483896e-07,65.5260435132083,64.1447077061044,79.6911789591695,0,2.24884182585522,8.33897349768204
Q7Z2Z1,346.970966910372,-2.82802473435572,0.475502745290634,-5.94744144458555,2.72366150558703e-09,9.71742486483896e-07,44.6768478499148,86.4171756596129,125.471217935714,518.49139942486,900.661151255014,406.108009337115
O15400,2422.89977372479,1.86275796420708,0.313104164759348,5.94932349634759,2.69253016349846e-09,9.71742486483896e-07,3083.69532048523,4134.66095088932,4183.7868953564,1236.50032264801,793.841164526892,1104.91398844287
Q00994,210.006632347511,-2.54761113729022,0.428371668152405,-5.947198021471,2.72771352115351e-09,9.71742486483896e-07,52.6193985787885,83.7444795051919,47.4755959756755,424.451292666429,440.772997867623,210.976029491356
Q8NHY3,71.0640357868348,7.04174862594878,1.18747103526288,5.93003822142905,3.02864172651312e-09,1.07038448193139e-06,324.651761042714,17.8179743628068,80.5389574587352,2.54162450698461,0,0.833897349768204
ENST00000595601.1,29.2022155367072,3.84875565901654,0.650089224333328,5.92034987653191,3.21257429655259e-09,1.12644996850223e-06,59.569130466553,38.3086448800346,66.1267229661194,2.54162450698461,4.49768365171043,4.16948674884102
P30304,115.47287494218,-2.83817613416401,0.479840046590041,-5.91483798472714,3.32202415019979e-09,1.15572701119177e-06,14.8922826166383,23.1633666716488,46.6278174761098,149.955845912092,233.879549888943,224.318387087647
P35612,79.0716744303521,3.3409337917323,0.565452317036135,5.90842709645983,3.45389602513479e-09,1.19229026275409e-06,160.836652259693,90.8716692503146,180.57682040748,3.81243676047691,22.4884182585522,15.8440496455959
A1Z1Q3,32.7825235715503,3.31058727489654,0.562656880156201,5.88384749507991,4.00837209752325e-09,1.36886898991738e-06,60.5619493076622,53.4539230884204,64.4311659669881,5.08324901396921,8.99536730342087,4.16948674884102
